group,variable,value
body-style,1016,sedan
body-style,1017,sedan
body-style,1018,hatchback
body-style,1019,hatchback
drive-wheels,1000,rwd
drive-wheels,1001,rwd
drive-wheels,1002,rwd
drive-wheels,1003,fwd
drive-wheels,1004,4wd
drive-wheels,1005,fwd
drive-wheels,1006,fwd
drive-wheels,1007,fwd
drive-wheels,1008,fwd
drive-wheels,1009,4wd
drive-wheels,1010,rwd
drive-wheels,1011,rwd
drive-wheels,1012,rwd
drive-wheels,1013,rwd
drive-wheels,1014,rwd
drive-wheels,1015,rwd
drive-wheels,1016,rwd
drive-wheels,1017,rwd
drive-wheels,1018,fwd
drive-wheels,1019,fwd
engine-location,1000,front
engine-location,1001,front
engine-location,1002,front
engine-location,1003,front
engine-location,1004,front
engine-location,1005,front
engine-location,1006,front
engine-location,1007,front
engine-location,1008,front
engine-location,1009,front
engine-location,1010,front
engine-location,1011,front
engine-location,1012,front
engine-location,1013,front
engine-location,1014,front
engine-location,1015,front
engine-location,1016,front
engine-location,1017,front
engine-location,1018,front
engine-location,1019,front
wheel-base,1000,88.6
wheel-base,1001,88.6
wheel-base,1002,94.5
wheel-base,1003,99.8
wheel-base,1004,99.4
wheel-base,1005,99.8
wheel-base,1006,105.8
wheel-base,1007,105.8
wheel-base,1008,105.8
wheel-base,1009,99.5
wheel-base,1010,101.2
wheel-base,1011,101.2
wheel-base,1012,101.2
wheel-base,1013,101.2
wheel-base,1014,103.5
wheel-base,1015,103.5
wheel-base,1016,103.5
wheel-base,1017,110
wheel-base,1018,88.4
wheel-base,1019,94.5
length,1000,168.8
length,1001,168.8
length,1002,171.2
length,1003,176.6
length,1004,176.6
length,1005,177.3
length,1006,192.7
length,1007,192.7
length,1008,192.7
length,1009,178.2
length,1010,176.8
length,1011,176.8
length,1012,176.8
length,1013,176.8
length,1014,189
length,1015,189
length,1016,193.8
length,1017,197
length,1018,141.1
length,1019,155.9
width,1000,64.1
width,1001,64.1
width,1002,65.5
width,1003,66.2
width,1004,66.4
width,1005,66.3
width,1006,71.4
width,1007,71.4
width,1008,71.4
width,1009,67.9
width,1010,64.8
width,1011,64.8
width,1012,64.8
width,1013,64.8
width,1014,66.9
width,1015,66.9
width,1016,67.9
width,1017,70.9
width,1018,60.3
width,1019,63.6
height,1000,48.8
height,1001,48.8
height,1002,52.4
height,1003,54.3
height,1004,54.3
height,1005,53.1
height,1006,55.7
height,1007,55.7
height,1008,55.9
height,1009,52
height,1010,54.3
height,1011,54.3
height,1012,54.3
height,1013,54.3
height,1014,55.7
height,1015,55.7
height,1016,53.7
height,1017,56.3
height,1018,53.2
height,1019,52
curb-weight,1000,2548
curb-weight,1001,2548
curb-weight,1002,2823
curb-weight,1003,2337
curb-weight,1004,2824
curb-weight,1005,2507
curb-weight,1006,2844
curb-weight,1007,2954
curb-weight,1008,3086
curb-weight,1009,3053
curb-weight,1010,2395
curb-weight,1011,2395
curb-weight,1012,2710
curb-weight,1013,2765
curb-weight,1014,3055
curb-weight,1015,3230
curb-weight,1016,3380
curb-weight,1017,3505
curb-weight,1018,1488
curb-weight,1019,1874
engine-type,1000,dohc
engine-type,1001,dohc
engine-type,1002,ohcv
engine-type,1003,ohc
engine-type,1004,ohc
engine-type,1005,ohc
engine-type,1006,ohc
engine-type,1007,ohc
engine-type,1008,ohc
engine-type,1009,ohc
engine-type,1010,ohc
engine-type,1011,ohc
engine-type,1012,ohc
engine-type,1013,ohc
engine-type,1014,ohc
engine-type,1015,ohc
engine-type,1016,ohc
engine-type,1017,ohc
engine-type,1018,l
engine-type,1019,ohc
num-of-cylinders,1000,four
num-of-cylinders,1001,four
num-of-cylinders,1002,six
num-of-cylinders,1003,four
num-of-cylinders,1004,five
num-of-cylinders,1005,five
num-of-cylinders,1006,five
num-of-cylinders,1007,five
num-of-cylinders,1008,five
num-of-cylinders,1009,five
num-of-cylinders,1010,four
num-of-cylinders,1011,four
num-of-cylinders,1012,six
num-of-cylinders,1013,six
num-of-cylinders,1014,six
num-of-cylinders,1015,six
num-of-cylinders,1016,six
num-of-cylinders,1017,six
num-of-cylinders,1018,three
num-of-cylinders,1019,four
engine-size,1000,130
engine-size,1001,130
engine-size,1002,152
engine-size,1003,109
engine-size,1004,136
engine-size,1005,136
engine-size,1006,136
engine-size,1007,136
engine-size,1008,131
engine-size,1009,131
engine-size,1010,108
engine-size,1011,108
engine-size,1012,164
engine-size,1013,164
engine-size,1014,164
engine-size,1015,209
engine-size,1016,209
engine-size,1017,209
engine-size,1018,61
engine-size,1019,90
fuel-system,1000,mpfi
fuel-system,1001,mpfi
fuel-system,1002,mpfi
fuel-system,1003,mpfi
fuel-system,1004,mpfi
fuel-system,1005,mpfi
fuel-system,1006,mpfi
fuel-system,1007,mpfi
fuel-system,1008,mpfi
fuel-system,1009,mpfi
fuel-system,1010,mpfi
fuel-system,1011,mpfi
fuel-system,1012,mpfi
fuel-system,1013,mpfi
fuel-system,1014,mpfi
fuel-system,1015,mpfi
fuel-system,1016,mpfi
fuel-system,1017,mpfi
fuel-system,1018,2bbl
fuel-system,1019,2bbl
bore,1000,3.47
bore,1001,3.47
bore,1002,2.68
bore,1003,3.19
bore,1004,3.19
bore,1005,3.19
bore,1006,3.19
bore,1007,3.19
bore,1008,3.13
bore,1009,3.13
bore,1010,3.5
bore,1011,3.5
bore,1012,3.31
bore,1013,3.31
bore,1014,3.31
bore,1015,3.62
bore,1016,3.62
bore,1017,3.62
bore,1018,2.91
bore,1019,3.03
stroke,1000,2.68
stroke,1001,2.68
stroke,1002,3.47
stroke,1003,3.4
stroke,1004,3.4
stroke,1005,3.4
stroke,1006,3.4
stroke,1007,3.4
stroke,1008,3.4
stroke,1009,3.4
stroke,1010,2.8
stroke,1011,2.8
stroke,1012,3.19
stroke,1013,3.19
stroke,1014,3.19
stroke,1015,3.39
stroke,1016,3.39
stroke,1017,3.39
stroke,1018,3.03
stroke,1019,3.11
compression-ratio,1000,9
compression-ratio,1001,9
compression-ratio,1002,9
compression-ratio,1003,10
compression-ratio,1004,8
compression-ratio,1005,8.5
compression-ratio,1006,8.5
compression-ratio,1007,8.5
compression-ratio,1008,8.3
compression-ratio,1009,7
compression-ratio,1010,8.8
compression-ratio,1011,8.8
compression-ratio,1012,9
compression-ratio,1013,9
compression-ratio,1014,9
compression-ratio,1015,8
compression-ratio,1016,8
compression-ratio,1017,8
compression-ratio,1018,9.5
compression-ratio,1019,9.6
horsepower,1000,111
horsepower,1001,111
horsepower,1002,154
horsepower,1003,102
horsepower,1004,115
horsepower,1005,110
horsepower,1006,110
horsepower,1007,110
horsepower,1008,140
horsepower,1009,160
horsepower,1010,101
horsepower,1011,101
horsepower,1012,121
horsepower,1013,121
horsepower,1014,121
horsepower,1015,182
horsepower,1016,182
horsepower,1017,182
horsepower,1018,48
horsepower,1019,70
peak-rpm,1000,5000
peak-rpm,1001,5000
peak-rpm,1002,5000
peak-rpm,1003,5500
peak-rpm,1004,5500
peak-rpm,1005,5500
peak-rpm,1006,5500
peak-rpm,1007,5500
peak-rpm,1008,5500
peak-rpm,1009,5500
peak-rpm,1010,5800
peak-rpm,1011,5800
peak-rpm,1012,4250
peak-rpm,1013,4250
peak-rpm,1014,4250
peak-rpm,1015,5400
peak-rpm,1016,5400
peak-rpm,1017,5400
peak-rpm,1018,5100
peak-rpm,1019,5400
city-mpg,1000,21
city-mpg,1001,21
city-mpg,1002,19
city-mpg,1003,24
city-mpg,1004,18
city-mpg,1005,19
city-mpg,1006,19
city-mpg,1007,19
city-mpg,1008,17
city-mpg,1009,16
city-mpg,1010,23
city-mpg,1011,23
city-mpg,1012,21
city-mpg,1013,21
city-mpg,1014,20
city-mpg,1015,16
city-mpg,1016,16
city-mpg,1017,15
city-mpg,1018,47
city-mpg,1019,38
highway-mpg,1000,27
highway-mpg,1001,27
highway-mpg,1002,26
highway-mpg,1003,30
highway-mpg,1004,22
highway-mpg,1005,25
highway-mpg,1006,25
highway-mpg,1007,25
highway-mpg,1008,20
highway-mpg,1009,22
highway-mpg,1010,29
highway-mpg,1011,29
highway-mpg,1012,28
highway-mpg,1013,28
highway-mpg,1014,25
highway-mpg,1015,22
highway-mpg,1016,22
highway-mpg,1017,20
highway-mpg,1018,53
highway-mpg,1019,43
price,1000,13495
price,1001,16500
price,1002,16500
price,1003,13950
price,1004,17450
price,1005,15250
price,1006,17710
price,1007,18920
price,1008,23875
price,1009,?
price,1010,16430
price,1011,16925
price,1012,20970
price,1013,21105
price,1014,24565
price,1015,30760
price,1016,41315
price,1017,36880
price,1018,5151
price,1019,6295
